ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom,gas_sorption,gas_desorption,gas_desor_vstpv,gas_sor_vstpv
1 2 1 9 5,0.201746,110.3993922,7158.86,44147.8,41.2799,42.3412,0.72714,528,312,24,24,0,0,0,385,0.73,0.05,0.18,28.61841502,4.161857734,18.78705,129.1864422
1 2 1 9 6,0.200439,109.8121592,7180.86,44190.3,41.2799,42.3412,0.72784,528,312,48,0,0,0,0,397,0.75,0.05,0.16,28.53175547,4.046661457,18.14870026,127.9608595
1 2 1 9 7,0.2011,109.1101826,7233.95,44074.9,41.2799,42.3412,0.72594,528,336,48,0,0,0,0,385,0.73,0.05,0.16,28.2838922,4.035285812,18.15736395,127.2675465
1 2 1 9 8,0.220781,110.1979705,6660.1,43717.9,41.2799,42.3412,0.72006,528,288,48,48,0,0,0,409,0.77,0.11,0.34,26.01710096,3.709879831,18.32685595,128.5248265
1 2 1 9 9,0.199129,110.683583,7233.65,44107.7,41.2799,42.3412,0.72648,552,312,24,0,0,0,0,409,0.74,0.03,0.08,28.96957097,4.127816276,18.39167567,129.0752587
 1  2  1 10  0,0.195019,109.9733342,7310.63,42236.9,39.58233,40.15058,0.7399,504,312,24,0,0,0,0,361,0.72,0.03,0.09,29.40369063,4.201166508,18.33214348,128.3054776
 1  2  1 10  1,0.207579,109.5060697,6879.11,42053,38.8425,39.78614,0.73668,504,288,24,0,24,0,0,361,0.72,0.06,0.2,27.41118172,3.834192305,17.80835213,127.3144218
 1  2  1 10  2,0.219067,111.6763115,6526.33,41825.8,38.29754,39.2471,0.7327,504,288,24,0,0,24,0,361,0.72,0.06,0.17,26.53290311,3.749548352,18.37901986,130.0553313
 1  2  1 10  3,0.2501,91.44676881,5723.43,41732.2,38.10295,39.05138,0.73106,504,288,24,0,0,0,24,361,0.72,0.06,0.17,19.05985803,2.718496239,15.2127895,106.6595583
 1  2  1 10  4,0.205485,109.3761086,6950.52,42013.1,38.74517,39.69726,0.73598,504,288,24,24,0,0,0,373,0.74,0.06,0.19,27.7732637,3.984278537,18.31876724,127.6948759
 1  2  1 10  5,0.206189,111.6794412,6975.42,41902.3,39.24972,39.95361,0.73404,504,312,24,24,0,0,0,361,0.72,0.06,0.18,28.17145679,3.964437735,18.28999225,129.9694334
 1  2  1 10  6,0.204798,111.0413602,6977.41,41933.2,38.68678,39.63869,0.73458,504,312,48,0,0,0,0,373,0.74,0.06,0.17,28.31524468,4.083056443,18.71016091,129.7515211
 1  2  1 10  7,0.205502,112.4253049,7059.86,41820.1,39.65597,40.34133,0.7326,504,336,48,0,0,0,0,361,0.72,0.05,0.16,28.46059032,4.010436637,18.44056146,130.8658663
 1  2  1 10  8,0.227043,114.869255,6457.98,41499.5,39.16076,39.93515,0.72894,504,288,48,48,0,0,0,385,0.76,0.11,0.35,26.43865799,3.827163907,19.44247758,134.3117326
 1  2  1 10  9,0.203405,110.9020274,7029.26,41844.1,38.39484,39.34497,0.73302,528,312,24,0,0,0,0,385,0.73,0.03,0.08,28.48280979,4.115284055,18.72957271,129.6316001
 1  2  1 11  0,0.186408,107.3500014,7396.36,43060,39.68772,40.37258,0.75346,456,264,48,0,0,0,0,349,0.77,0.06,0.19,29.8278476,4.090067874,17.05931112,124.4093125
 1  2  1 11  1,0.198953,105.3832989,7025.91,42835.9,39.68772,40.37258,0.74954,456,240,48,0,24,0,0,349,0.77,0.09,0.31,27.48494156,3.811855906,16.96888847,122.3521874
 1  2  1 11  2,0.210428,107.0204239,6730.71,42592.5,39.68772,40.37258,0.74528,456,240,48,0,0,24,0,349,0.77,0.09,0.28,26.5439429,3.814085473,17.95809963,124.9785235
 1  2  1 11  3,0.241425,87.65208568,5883.07,42472.5,39.68772,40.37258,0.74318,456,240,48,0,0,0,24,349,0.77,0.09,0.28,18.90753168,2.681452655,14.48501006,102.1370958
 1  2  1 11  4,0.196862,106.7033218,7114.96,42794.8,39.68772,40.37258,0.74882,456,240,48,24,0,0,0,361,0.79,0.09,0.3,28.15865821,3.934448418,17.33054326,124.0338651
 1  2  1 11  5,0.197564,109.4227239,7096.32,42767.3,39.68772,40.37258,0.74834,456,264,48,24,0,0,0,349,0.77,0.09,0.29,28.7469668,3.993656648,17.6540748,127.0767988
 1  2  1 11  6,0.196175,108.4909227,7146.76,42754.8,39.68772,40.37258,0.74812,456,264,72,0,0,0,0,361,0.79,0.09,0.27,28.71287311,3.996581325,17.5427932,126.0337159
 1  2  1 11  7,0.196878,109.4684779,7186.79,42669.1,39.68772,40.37258,0.74662,456,288,72,0,0,0,0,349,0.77,0.09,0.26,28.86816003,4.018213271,17.70095102,127.1694289
 1  2  1 11  8,0.204999,106.698829,7161.47,44846.1,41.27996,42.34125,0.73864,456,240,72,48,0,0,0,373,0.82,0.15,0.47,27.0559773,3.794275576,17.40391849,124.1027475
 1  2  1 11  9,0.194783,110.7163419,7248.12,42623.3,39.68772,40.37258,0.74582,480,264,48,0,0,0,0,373,0.78,0.06,0.18,29.34622546,3.942684872,17.1834176,127.8997596
 1  2  1 17  0,0.171549,80.25262391,7026.55,59028.7,48.44932,49.02695,0.77374,600,336,24,0,0,0,0,445,0.74,0.03,0.07,2.51E+01,3.195919228,12.26734031,96.34481344
 1  2  1 17  1,0.180946,83.99925954,6649.31,58932.6,48.44932,49.02695,0.77248,600,312,24,0,24,0,0,445,0.74,0.05,0.17,39.14925115,4.255049301,17.22741085,158.5035064
 1  2  1 17  2,0.189542,87.75094601,6340.72,58757.1,48.44932,49.02695,0.77018,600,312,24,0,0,24,0,445,0.74,0.05,0.15,3.67E+01,3.862013689,16.37893636,155.6459953
 1  2  1 17  3,0.212763,86.53928093,5651.05,58697.6,48.44932,49.03679,0.7694,600,312,24,0,0,0,24,445,0.74,0.05,0.14,41.27540801,4.23891182,20.17980268,196.4960878
 1  2  1 17  4,0.17938,95.99402931,6706.85,58909.7,48.44932,49.02695,0.77218,600,312,24,24,0,0,0,457,0.76,0.05,0.16,3.03E+01,3.792529982,15.22192123,121.6138608
 1  2  1 17  5,0.179906,95.86828757,6689.81,58821.2,48.44932,48.95878,0.77102,600,336,24,24,0,0,0,445,0.74,0.05,0.16,3.19E+01,3.926336002,15.80518333,128.4111568
 1  2  1 17  6,0.178866,104.6763961,6710.13,58880.7,48.44932,49.02695,0.7718,600,336,48,0,0,0,0,457,0.76,0.05,0.15,2.70E+01,3.718356946,14.88145175,108.0582642
 1  2  1 17  7,0.179392,101.0247766,6773.89,58679.3,47.6243,48.36919,0.76916,600,360,48,0,0,0,0,445,0.74,0.05,0.14,3.19E+01,4.118945643,16.53314826,128.0442801
 1  2  1 17  8,0.195054,84.65131532,6260.33,58384.8,46.78099,47.55722,0.7653,600,312,48,48,0,0,0,469,0.78,0.1,0.31,41.36322601,4.426973546,19.32093838,180.5243092
 1  2  1 17  9,0.177823,96.48287259,6749.37,58799.9,48.44932,48.95241,0.77074,624,336,24,0,0,0,0,469,0.75,0.02,0.07,3.39E+01,4.161984836,16.55979111,134.8820192
 1  2  1 19  0,0.203333,115.9176626,7030.83,40731.5,37.77256,38.76075,0.73598,504,384,24,0,0,0,0,325,0.64,0.03,0.08,29.9438027,4.465216859,20.31500118,136.2326638
 1  2  1 19  1,0.216288,116.2794946,6652.9,40594.2,37.43649,38.27362,0.7335,504,360,24,0,24,0,0,325,0.64,0.05,0.18,28.13481672,4.107554779,19.87843621,136.1579308
 1  2  1 19  2,0.228137,118.9414359,6354.05,40418.2,36.88836,37.84908,0.73032,504,360,24,0,0,24,0,325,0.64,0.05,0.16,27.49180215,4.190991912,21.39335889,140.3347948
 1  2  1 19  3,0.260147,98.4870318,5589.64,40326.3,36.69267,37.65402,0.72866,504,360,24,0,0,0,24,325,0.64,0.05,0.15,19.9113569,2.991612463,17.41368097,115.9007128
 1  2  1 19  4,0.214129,117.7090412,6727.42,40566.5,37.3386,38.18977,0.733,504,360,24,24,0,0,0,337,0.67,0.05,0.17,28.86589447,4.298001838,20.59247339,138.3015146
 1  2  1 19  5,0.214854,117.3107936,6748.45,40461.4,37.9569,38.73464,0.7311,504,384,24,24,0,0,0,325,0.64,0.05,0.17,28.63902314,4.236872631,20.3683233,137.6791169
 1  2  1 19  6,0.21342,115.2874915,6822.43,40434.8,37.58928,38.55493,0.73062,504,384,48,0,0,0,0,337,0.67,0.05,0.15,28.34912824,4.206716842,20.08837577,135.3758673
 1  2  1 19  7,0.214146,83.99005524,6798.93,40388.3,37.78936,38.65085,0.72978,504,408,48,0,0,0,0,325,0.64,0.05,0.15,41.77017381,4.450213595,21.32343912,200.1440469
 1  2  1 19  8,0.23638,92.08430379,6291,40082.9,36.00917,37.03913,0.72624,504,360,48,48,0,0,0,349,0.69,0.1,0.33,32.92628721,4.198223153,22.20458576,174.1485723
 1  2  1 19  9,0.211983,115.9647432,6889.15,40351.8,37.58928,38.55493,0.72912,528,384,24,0,0,0,0,349,0.66,0.03,0.08,28.74039847,4.291544373,20.35546694,136.3202102
 1  2  1 21  0,0.155935,87.39718176,7341.66,68906.4,53.03554,53.57609,0.7897,624,360,24,0,0,0,0,457,0.73,0.02,0.07,4.21E+01,4.454123884,15.54076254,146.8899653
 1  2  1 21  1,0.164151,86.96516429,6934.49,68759.8,53.03554,53.57609,0.78802,624,336,24,0,24,0,0,457,0.73,0.05,0.17,37.58980135,4.015044783,14.74688706,138.0638536
 1  2  1 21  2,0.171667,83.50072793,6621.01,68552.2,53.03554,53.55041,0.78564,624,336,24,0,0,24,0,457,0.73,0.05,0.14,4.35E+01,4.488170774,17.23941875,167.0869388
 1  2  1 21  3,0.191969,83.7341189,5920.09,68468.4,53.03554,53.46258,0.78468,624,336,24,0,0,0,24,457,0.73,0.05,0.14,3.61E+01,4.037297752,17.34156589,155.0617683
 1  2  1 21  4,0.162782,85.05559984,6989.18,68737.1,53.03554,53.57609,0.78776,624,336,24,24,0,0,0,469,0.75,0.05,0.15,39.64202511,4.398765587,16.0215167,144.3871819
 1  2  1 21  5,0.163242,87.88000728,7026.5,68592.3,53.03554,53.24274,0.7861,624,360,24,24,0,0,0,457,0.73,0.05,0.15,3.54E+01,3.847195795,14.05214506,129.3009146
 1  2  1 21  6,0.162332,87.4607197,7046.43,68623.7,53.03554,53.57446,0.78646,624,360,48,0,0,0,0,469,0.75,0.05,0.14,36.85889316,4.252987928,15.44773167,133.8791224
 1  2  1 21  7,0.162793,87.96318854,7197.3,68412.5,51.41724,52.17496,0.78404,624,384,48,0,0,0,0,457,0.73,0.05,0.14,38.89287506,4.325745673,15.75662272,141.6681436
 1  2  1 21  8,0.176486,87.811809,6641.31,68044.3,50.57871,51.27829,0.77982,624,336,48,48,0,0,0,481,0.77,0.09,0.3,37.03692558,4.191085212,16.55019743,146.2553013
 1  2  1 21  9,0.161421,84.46388545,7082.35,68520.7,53.03554,53.49587,0.78528,648,360,24,0,0,0,0,481,0.74,0.02,0.07,35.98628933,3.828341684,13.82729261,129.9761081
 1  2  1 24  0,0.139031,87.95419983,7842.79,79271.5,57.34191,57.77452,0.80762,624,384,24,0,0,0,0,445,0.71,0.02,0.07,36.97814139,4.294047145,13.35810592,115.0331872
 1  2  1 24  1,0.146335,88.08157413,7492.16,79102.7,57.34191,57.77452,0.8059,624,360,24,0,24,0,0,445,0.71,0.05,0.16,3.37E+01,3.927353806,12.85922121,110.3429373
 1  2  1 24  2,0.153016,82.32170361,7217.87,78914.2,57.34191,57.6292,0.80398,624,360,24,0,0,24,0,445,0.71,0.05,0.14,3.96E+01,4.19470309,14.36165529,135.5808832
 1  2  1 24  3,0.171064,85.94426853,6468.03,78802.4,57.27654,57.47782,0.80284,624,360,24,0,0,0,24,445,0.71,0.05,0.13,4.04E+01,4.091149195,15.65922875,154.6345076
 1  2  1 24  4,0.145117,87.62922697,7563.93,79075.2,57.34191,57.77452,0.80562,624,360,24,24,0,0,0,457,0.73,0.05,0.15,40.97927983,4.259737401,13.83144476,133.0604664
 1  2  1 24  5,0.145527,93.39261268,7543.36,78990.8,57.34191,57.80836,0.80476,624,384,24,24,0,0,0,445,0.71,0.05,0.15,3.34E+01,4.046712628,13.17687327,108.7568127
 1  2  1 24  6,0.144718,85.26260667,7615.73,78965.3,56.86028,57.42759,0.8045,624,384,48,0,0,0,0,457,0.73,0.05,0.14,40.23806052,4.233736873,13.70922306,130.2944807
 1  2  1 24  7,0.145127,84.05861369,7604.81,78861.2,56.58991,56.87232,0.80344,624,408,48,0,0,0,0,445,0.71,0.04,0.13,3.94E+01,4.446373572,14.43845068,127.9413319
 1  2  1 24  8,0.1573,94.78397205,7014.49,78523.6,55.74907,56.01941,0.8,624,360,48,48,0,0,0,469,0.75,0.09,0.29,30.34857478,3.865528381,13.60517138,106.8152967
 1  2  1 24  9,0.143907,82.12660917,7672.51,78902.5,56.56637,57.23486,0.80386,648,384,24,0,0,0,0,469,0.72,0.02,0.07,3.81E+01,3.971145024,12.78686544,122.6798745
 1  2  1 25  0,0.140437,84.55351229,7730.42,79153.6,57.17936,57.63332,0.8099,576,336,72,0,0,0,0,445,0.77,0.07,0.22,4.01E+01,4.211401995,13.23349842,126.0063246
 1  2  1 25  1,0.147772,87.0658692,7406.61,78956.2,57.17936,57.63332,0.80788,576,312,72,0,24,0,0,445,0.77,0.1,0.32,3.67E+01,4.210733564,13.92247162,121.3457704
 1  2  1 25  2,0.154482,93.33637522,7154.95,78737.3,57.17936,57.60839,0.80564,576,312,72,0,0,24,0,445,0.77,0.1,0.29,3.28E+01,4.133321419,14.28708044,113.3752232
 1  2  1 25  3,0.172608,89.44799021,6434.28,78620,57.17936,57.51222,0.80444,576,312,72,0,0,0,24,445,0.77,0.1,0.29,3.71E+01,4.375589171,16.89911211,143.2851748
 1  2  1 25  4,0.146549,98.63135204,7480.59,78925,57.17936,57.63332,0.80756,576,312,72,24,0,0,0,457,0.79,0.1,0.3,3.16E+01,4.015813935,13.16809253,103.6182778
 1  2  1 25  5,0.146961,92.18273371,7471.96,78837,57.17936,57.69742,0.80666,576,336,72,24,0,0,0,445,0.77,0.1,0.3,32.70358186,4.134465151,13.59527078,107.5384686
 1  2  1 25  6,0.146148,92.05393685,7526.26,78813.5,57.05069,57.4766,0.80642,576,336,96,0,0,0,0,457,0.79,0.1,0.29,33.91859018,4.21360766,13.77886354,110.9167401
 1  2  1 25  7,0.146559,86.98573737,7536.22,78735.4,56.67908,56.95046,0.80562,576,360,96,0,0,0,0,445,0.77,0.09,0.28,3.97E+01,4.371091605,14.33404716,130.1875421
 1  2  1 25  8,0.158785,94.28046607,7023.14,78354.2,55.83956,56.09706,0.80172,576,312,96,48,0,0,0,469,0.81,0.14,0.44,28.03229022,3.574318989,12.69899083,99.59429965
 1  2  1 25  9,0.145334,81.23659815,7603.01,78723.6,56.75508,57.35112,0.8055,600,336,72,0,0,0,0,469,0.78,0.07,0.21,39.34952429,4.275450616,13.90322493,127.9596787
 1  2  1 26  0,0.269738,93.93338737,5131.75,28040.8,43.74065,44.42979,0.67702,480,288,48,0,0,0,0,361,0.75,0.06,0.18,18.89425994,3.330611113,20.10168613,114.0350735
 1  2  1 26  1,0.287048,93.24304431,4839.25,27937.2,43.74065,44.42979,0.67452,480,264,48,0,24,0,0,361,0.75,0.09,0.29,17.82308783,3.3054656,21.23017602,114.4732203
 1  2  1 26  2,0.302881,95.39902188,4603.74,27813,43.74065,44.42979,0.67152,480,264,48,0,0,24,0,361,0.75,0.09,0.26,17.14104265,3.064193277,20.76608435,116.1651062
 1  2  1 26  3,0.345652,76.79356633,4042.4,27766.6,43.74065,44.42979,0.6704,480,264,48,0,0,0,24,361,0.75,0.09,0.26,12.32795587,2.398639811,18.55113729,95.34470361
 1  2  1 26  4,0.284162,95.11955333,4890.2,27920.7,43.74065,44.42979,0.67412,480,264,48,24,0,0,0,373,0.78,0.09,0.28,18.26275572,3.302556615,20.99823056,116.1177839
 1  2  1 26  5,0.176641,104.2182073,7356.77,51353.7,44.26541,44.88389,0.76812,480,288,48,24,0,0,0,361,0.75,0.09,0.27,30.31115529,3.942641286,15.58278964,119.8009969
 1  2  1 26  6,0.175454,102.2876087,7413.68,51326.9,44.26541,44.88389,0.76772,480,288,72,0,0,0,0,373,0.78,0.09,0.26,30.21632459,4.161189809,16.33605654,118.6236652
 1  2  1 26  7,0.284185,96.20616705,4936.82,27814.6,43.71453,44.13459,0.67156,480,312,72,0,0,0,0,361,0.75,0.08,0.25,18.53304554,3.403170765,21.63970423,117.8458713
 1  2  1 26  8,0.193927,105.3201935,6840.95,50872.3,43.29431,44.1549,0.76092,480,264,72,48,0,0,0,385,0.8,0.14,0.44,28.07659744,3.804520432,16.50838648,121.82858
 1  2  1 26  9,0.174264,102.3025228,7490.87,51232,44.26541,44.88389,0.7663,504,288,48,0,0,0,0,385,0.76,0.06,0.17,30.4785798,4.241696871,16.53917091,118.8416937
 1  2  1 29  0,0.141979,92.05268814,6816.77,100306,65.38339,65.55503,0.81872,720,384,48,48,0,0,0,553,0.77,0.08,0.26,3.22E+01,4.156547154,13.20453927,102.293117
 1  2  1 29  1,0.147831,90.75272827,6528.64,100257,65.38339,65.55503,0.81832,720,360,48,48,24,0,0,553,0.77,0.1,0.34,33.42893402,3.955078161,13.08238763,110.5743692
 1  2  1 29  2,0.153184,85.38822635,6292.1,100144,65.38339,65.52471,0.8174,720,360,48,48,0,24,0,553,0.77,0.1,0.32,40.53490403,4.457422457,15.27789885,138.9341418
 1  2  1 29  3,0.167643,84.87416738,5750.86,100080,65.25265,65.49485,0.81688,720,360,48,48,0,0,24,553,0.77,0.1,0.32,4.07E+01,4.535956984,17.01456222,152.667383
 1  2  1 29  4,0.146856,89.60708008,6570.04,100244,65.38339,65.55503,0.81822,720,360,48,72,0,0,0,565,0.78,0.1,0.33,35.91462283,4.152787764,13.64576409,118.0128864
 1  2  1 29  5,0.147183,84.72754989,6573.15,100193,64.82619,65.35803,0.8178,720,384,48,72,0,0,0,553,0.77,0.1,0.32,4.11E+01,4.257629041,14.02141676,135.3523812
 1  2  1 29  6,0.146536,96.82825113,6592.73,100239,65.38553,65.53925,0.81818,720,384,72,48,0,0,0,565,0.78,0.1,0.31,3.44E+01,4.37057372,14.33009964,112.789638
 1  2  1 29  7,0.146863,86.82040407,6628.56,100009,64.18878,64.79537,0.8163,720,408,72,48,0,0,0,553,0.77,0.1,0.31,3.79E+01,3.904072075,12.82911358,124.5426302
 1  2  1 29  8,0.156616,93.94693956,6237.55,99781.3,63.34556,63.89792,0.81444,720,360,72,96,0,0,0,577,0.8,0.13,0.44,3.20E+01,3.940968534,13.81037664,112.1379297
 1  2  1 29  9,0.145886,103.6028443,6620.38,100173,65.34576,65.52017,0.81764,744,384,48,48,0,0,0,577,0.78,0.08,0.25,2.91E+01,3.881361697,12.66963666,94.98893829
1 2 2 1 0,0.285462,136.9162885,6823.91,14769.8,22.51765,23.78609,0.64042,288,168,24,0,0,0,0,217,0.75,0.05,0.15,25.49219433,4.056360302,25.90903608,162.8253246
1 2 2 1 1,0.31655,134.3255881,6236.55,14616.6,22.51765,23.78609,0.63378,288,144,24,0,24,0,0,217,0.75,0.1,0.35,22.68007042,3.715194531,26.31420807,160.6397962
1 2 2 1 2,0.344984,135.9353148,5805.99,14428.4,22.51765,23.78609,0.62562,288,144,24,0,0,24,0,217,0.75,0.1,0.3,21.35593465,3.745628097,28.91279223,164.848107
1 2 2 1 3,0.421797,103.8698089,4775.64,14342.6,22.51765,23.78609,0.6219,288,144,24,0,0,0,24,217,0.75,0.1,0.29,13.30916525,2.303420955,21.73918347,125.6089924
1 2 2 1 4,0.311367,138.8107108,6356.6,14584.3,22.51765,23.78609,0.63238,288,144,24,24,0,0,0,229,0.8,0.1,0.33,23.98244539,4.058104298,28.27236994,167.0830807
1 2 2 1 5,0.313109,142.1102903,6388.95,14508.7,22.51765,23.78609,0.6291,288,168,24,24,0,0,0,217,0.75,0.1,0.31,24.42514375,4.140679225,29.00905399,171.1193443
1 2 2 1 6,0.309667,141.8266329,6401.72,14528.5,22.51765,23.78609,0.62996,288,168,48,0,0,0,0,229,0.8,0.1,0.29,24.59491177,4.125920628,28.58789798,170.4145309
1 2 2 1 7,0.311409,142.0865123,6411.05,14460.3,22.51765,23.42229,0.627,288,192,48,0,0,0,0,217,0.75,0.09,0.27,24.64359127,4.2518052,29.62585866,171.712371
1 2 2 1 8,0.363219,145.3542655,5620.51,14163.7,21.95386,22.97545,0.61414,288,144,48,48,0,0,0,241,0.84,0.18,0.59,21.80327342,3.918114861,31.84286602,177.1971315
1 2 2 1 9,0.306218,142.2621416,6498.07,14452,22.51765,23.78609,0.62664,312,168,24,0,0,0,0,241,0.77,0.05,0.14,24.94519465,4.1820945,28.65437799,170.9165196
1 2 2 2 0,0.295344,136.4709331,6532.74,17603.1,24.02593,25.50027,0.64186,360,216,24,0,0,0,0,265,0.74,0.04,0.12,24.92374605,4.272532352,28.23448953,164.7054227
1 2 2 2 1,0.321486,133.0198537,6098.08,17382.1,23.28934,24.74809,0.6338,360,192,24,0,24,0,0,265,0.74,0.08,0.28,22.39132499,3.899150918,28.04778295,161.0676367
1 2 2 2 2,0.345398,135.4394907,5770.4,17136.4,22.74338,24.19484,0.62484,360,192,24,0,0,24,0,265,0.74,0.08,0.24,21.30541096,3.780369032,29.21597897,164.6554697
1 2 2 2 3,0.409992,106.1913392,4888.57,17031.1,22.54659,23.99737,0.621,360,192,24,0,0,0,24,265,0.74,0.08,0.23,14.17396387,2.59826321,23.83553775,130.026877
1 2 2 2 4,0.317128,136.8141063,6197.92,17344.8,23.19251,24.64926,0.63244,360,192,24,24,0,0,0,277,0.77,0.08,0.26,23.27588877,3.99487515,28.34681227,165.1609186
1 2 2 2 5,0.318593,137.2901004,6178.01,17249.4,23.89157,25.34177,0.62896,360,216,24,24,0,0,0,265,0.74,0.08,0.25,23.32215568,4.063030084,28.96361028,166.2537107
1 2 2 2 6,0.315698,140.1798883,6247.96,17257.6,24.64269,25.53108,0.62926,360,216,48,0,0,0,0,277,0.77,0.08,0.23,23.78723608,3.942402959,27.8483373,168.0282256
1 2 2 2 7,0.317163,140.9790064,6151.11,17172,24.32222,25.4842,0.62614,360,240,48,0,0,0,0,265,0.74,0.07,0.22,24.28504708,4.419272622,31.3617103,172.3407167
1 2 2 2 8,0.360731,140.3611383,5385.83,16922.5,24.32222,25.4842,0.61704,360,192,48,48,0,0,0,289,0.8,0.15,0.48,21.64218824,4.252292098,34.32203129,174.6831697
1 2 2 2 9,0.312798,138.8209297,6335.16,17151.7,24.64288,25.53108,0.6254,384,216,24,0,0,0,0,289,0.75,0.04,0.12,24.0279944,4.193343866,29.3488354,168.1697651
1 2 2 3 0,0.275901,135.2634112,6806.6,17999.8,25.80791,26.92547,0.65508,336,192,24,0,0,0,0,253,0.75,0.04,0.13,26.07408253,4.163161515,25.70058226,160.9639935
1 2 2 3 1,0.301994,131.0189357,6327.55,17803.7,25.80791,26.92547,0.64794,336,168,24,0,24,0,0,253,0.75,0.09,0.3,22.90294975,3.513328541,23.74015259,154.7590883
1 2 2 3 2,0.32586,134.5243715,5969.01,17548.1,25.80791,26.92547,0.63864,336,168,24,0,0,24,0,253,0.75,0.09,0.26,21.93321855,3.482916061,25.39454811,159.9189196
1 2 2 3 3,0.390331,103.4282886,5002.04,17453,25.80791,26.90485,0.63518,336,168,24,0,0,0,24,253,0.75,0.09,0.25,14.14073025,2.298326417,20.07294899,123.5012376
1 2 2 3 4,0.297644,133.4418055,6437.24,17757.5,25.80791,26.92547,0.64626,336,168,24,24,0,0,0,265,0.79,0.09,0.28,23.84399986,3.807200504,25.35533246,158.797138
1 2 2 3 5,0.299106,138.9751588,6438.11,17713,25.80791,26.88385,0.64464,336,192,24,24,0,0,0,253,0.75,0.08,0.27,24.60390046,3.838245852,25.68764804,164.6628068
1 2 2 3 6,0.296217,134.5326412,6488.29,17688.8,25.80791,26.92547,0.64376,336,192,48,0,0,0,0,265,0.79,0.08,0.25,24.3841032,4.086196051,27.08292748,161.6155687
1 2 2 3 7,0.297679,138.731021,6572.53,17604.7,25.57138,26.23526,0.6407,336,216,48,0,0,0,0,253,0.75,0.08,0.24,24.81975998,3.991213846,26.58395686,165.3149778
1 2 2 3 8,0.341165,136.4861048,5832.86,17238.7,24.73913,25.95342,0.62738,336,168,48,48,0,0,0,277,0.82,0.16,0.52,21.64082329,3.76123389,28.71185414,165.197959
1 2 2 3 9,0.293322,138.3327929,6565.03,17593.2,25.80791,26.92547,0.64028,360,192,24,0,0,0,0,277,0.77,0.04,0.12,25.15866119,4.081404728,26.78679343,165.1195863
1 2 2 5 0,0.289757,130.325114,6699.78,17498.4,26.31323,28.01709,0.62288,360,240,24,0,0,0,0,253,0.7,0.04,0.12,24.45879148,4.357324675,28.25011928,158.5752333
1 2 2 5 1,0.315278,125.5660077,6227.08,17325.3,26.31323,28.01709,0.61672,360,216,24,0,24,0,0,253,0.7,0.08,0.27,21.8612203,4.061548621,28.65178946,154.2177972
1 2 2 5 2,0.338621,128.763331,5846.61,17120.8,26.31323,28.01709,0.60944,360,216,24,0,0,24,0,253,0.7,0.08,0.23,20.9040618,3.909425009,29.62055575,158.3838868
1 2 2 5 3,0.401681,102.0192674,4903.99,17018,26.31323,28.01709,0.60578,360,216,24,0,0,0,24,253,0.7,0.08,0.22,13.93035257,2.579343175,23.18231727,125.2015847
1 2 2 5 4,0.311023,129.166736,6322.01,17294.4,26.31323,28.01709,0.61562,360,216,24,24,0,0,0,265,0.74,0.08,0.25,22.6040436,4.043454712,28.13918516,157.3059212
1 2 2 5 5,0.312453,130.010595,6377.41,17192.7,26.31323,28.01709,0.612,360,240,24,24,0,0,0,253,0.7,0.07,0.24,22.93902803,4.342681971,30.36051628,160.3711113
1 2 2 5 6,0.309628,127.2481344,6397.63,17186.5,26.31323,28.01709,0.61178,360,240,48,0,0,0,0,265,0.74,0.07,0.22,22.73681734,4.369540652,30.27209234,157.5202267
1 2 2 5 7,0.311058,129.9499435,6423.52,17116.3,26.31323,28.01709,0.60928,360,264,48,0,0,0,0,253,0.7,0.07,0.21,22.87596522,4.204934564,29.26624776,159.2161913
1 2 2 5 8,0.353591,128.8075452,5730.48,16762.9,26.31323,28.01709,0.5967,360,216,48,48,0,0,0,277,0.77,0.14,0.46,20.37000252,4.089280032,32.35299436,161.1605396
1 2 2 5 9,0.306796,131.3530628,6424.15,17110.7,26.31323,28.01709,0.60908,384,240,24,0,0,0,0,277,0.72,0.04,0.11,23.50604658,4.371239722,30.00687333,161.3599361
1 2 2 6 0,0.217792,121.0006133,7182.04,29929.7,35.10882,35.84868,0.71652,408,240,24,0,0,0,0,301,0.74,0.04,0.11,28.98726314,4.15712014,20.25820337,141.2588167
1 2 2 6 1,0.234956,116.4689987,6767.61,29733.4,35.10882,35.84868,0.71182,408,216,24,0,24,0,0,301,0.74,0.07,0.25,25.89213053,3.73786412,19.65062996,136.1196286
1 2 2 6 2,0.250655,118.4529179,6441.23,29479.5,35.10882,35.84868,0.70574,408,216,24,0,0,24,0,301,0.74,0.07,0.21,24.90832162,3.787881527,21.24414159,139.6970595
1 2 2 6 3,0.293065,94.95610166,5544.63,29365,35.10882,35.85979,0.703,408,216,24,0,0,0,24,301,0.74,0.07,0.21,17.09907934,2.618281386,17.16906722,112.1251689
1 2 2 6 4,0.232095,119.3776883,6868.04,29694.2,35.10882,35.84868,0.71088,408,216,24,24,0,0,0,313,0.77,0.07,0.23,26.91707584,3.929617646,20.4071571,139.7848454
1 2 2 6 5,0.232173,119.6864584,6880.62,29751.8,36.12956,36.91824,0.70956,408,240,24,24,0,0,0,301,0.74,0.07,0.22,27.20259983,4.163427389,21.6286362,141.3150946
